# Force and moment coefficients
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# sideDir     : (0.000000e+00 0.000000e+00 -1.000000e+00)
# liftDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# rollAxis    : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 -1.000000e+00)
# yawAxis     : (0.000000e+00 1.000000e+00 0.000000e+00)
# magUInf     : 9.000000e+00
# lRef        : 1.000000e+00
# Aref        : 1.000000e-01
# CofR        : (2.500000e-01 0.000000e+00 0.000000e+00)
#
# Time        	Cd            	Cd(f)         	Cd(r)         	Cl            	Cl(f)         	Cl(r)         	CmPitch       	CmRoll        	CmYaw         	Cs            	Cs(f)         	Cs(r)         
260           	4.690297e-01	1.618181e-01	3.072116e-01	1.453935e+00	5.259473e-01	9.279875e-01	-2.010201e-01	-7.269674e-02	2.345148e-02	-1.865152e-19	2.345148e-02	-2.345148e-02
270           	4.982696e-01	1.715374e-01	3.267322e-01	1.551949e+00	5.629550e-01	9.889936e-01	-2.130193e-01	-7.759743e-02	2.491348e-02	-1.890906e-19	2.491348e-02	-2.491348e-02
280           	5.233691e-01	1.801291e-01	3.432400e-01	1.631109e+00	5.881885e-01	1.042920e+00	-2.273660e-01	-8.155545e-02	2.616846e-02	-1.887410e-19	2.616846e-02	-2.616846e-02
290           	5.450214e-01	1.877729e-01	3.572485e-01	1.694756e+00	6.009710e-01	1.093786e+00	-2.464073e-01	-8.473782e-02	2.725107e-02	-1.857651e-19	2.725107e-02	-2.725107e-02
300           	5.633498e-01	1.945064e-01	3.688434e-01	1.743370e+00	6.006739e-01	1.142696e+00	-2.710109e-01	-8.716849e-02	2.816749e-02	-1.811627e-19	2.816749e-02	-2.816749e-02
310           	5.766935e-01	1.998121e-01	3.768814e-01	1.770693e+00	5.865057e-01	1.184188e+00	-2.988410e-01	-8.853467e-02	2.883467e-02	-1.747577e-19	2.883467e-02	-2.883467e-02
320           	5.804130e-01	2.021183e-01	3.782947e-01	1.761765e+00	5.576134e-01	1.204151e+00	-3.232689e-01	-8.808823e-02	2.902065e-02	-1.656079e-19	2.902065e-02	-2.902065e-02
330           	5.672487e-01	1.987906e-01	3.684581e-01	1.696675e+00	5.139851e-01	1.182690e+00	-3.343523e-01	-8.483375e-02	2.836243e-02	-1.541384e-19	2.836243e-02	-2.836243e-02
340           	5.330921e-01	1.881332e-01	3.449590e-01	1.568258e+00	4.583995e-01	1.109858e+00	-3.257294e-01	-7.841289e-02	2.665461e-02	-1.439235e-19	2.665461e-02	-2.665461e-02
350           	4.846088e-01	1.721956e-01	3.124133e-01	1.402177e+00	3.989949e-01	1.003182e+00	-3.020935e-01	-7.010884e-02	2.423044e-02	-1.375158e-19	2.423044e-02	-2.423044e-02
360           	4.371543e-01	1.562640e-01	2.808903e-01	1.246263e+00	3.471039e-01	8.991591e-01	-2.760276e-01	-6.231315e-02	2.185772e-02	-1.341064e-19	2.185772e-02	-2.185772e-02
370           	4.015852e-01	1.442123e-01	2.573729e-01	1.131606e+00	3.105644e-01	8.210420e-01	-2.552388e-01	-5.658032e-02	2.007926e-02	-1.322361e-19	2.007926e-02	-2.007926e-02
380           	3.778050e-01	1.359899e-01	2.418151e-01	1.058253e+00	2.917590e-01	7.664935e-01	-2.373673e-01	-5.291263e-02	1.889025e-02	-1.335311e-19	1.889025e-02	-1.889025e-02
390           	3.651334e-01	1.312939e-01	2.338395e-01	1.025457e+00	2.911430e-01	7.343139e-01	-2.215855e-01	-5.127284e-02	1.825667e-02	-1.393828e-19	1.825667e-02	-1.825667e-02
400           	3.664017e-01	1.311950e-01	2.352067e-01	1.040117e+00	3.083807e-01	7.317365e-01	-2.116779e-01	-5.200586e-02	1.832009e-02	-1.479362e-19	1.832009e-02	-1.832009e-02
410           	3.785838e-01	1.347383e-01	2.438455e-01	1.091073e+00	3.384611e-01	7.526116e-01	-2.070753e-01	-5.455363e-02	1.892919e-02	-1.544001e-19	1.892919e-02	-1.892919e-02
420           	3.967329e-01	1.402622e-01	2.564707e-01	1.162085e+00	3.751907e-01	7.868945e-01	-2.058519e-01	-5.810426e-02	1.983664e-02	-1.609520e-19	1.983664e-02	-1.983664e-02
430           	4.187139e-01	1.471293e-01	2.715846e-01	1.244553e+00	4.138991e-01	8.306540e-01	-2.083774e-01	-6.222765e-02	2.093569e-02	-1.667780e-19	2.093569e-02	-2.093569e-02
440           	4.424337e-01	1.547177e-01	2.877160e-01	1.329984e+00	4.506117e-01	8.793720e-01	-2.143802e-01	-6.649918e-02	2.212168e-02	-1.716841e-19	2.212168e-02	-2.212168e-02
450           	4.655431e-01	1.622693e-01	3.032737e-01	1.410044e+00	4.819879e-01	9.280563e-01	-2.230342e-01	-7.050221e-02	2.327715e-02	-1.748876e-19	2.327715e-02	-2.327715e-02
460           	4.866991e-01	1.693494e-01	3.173498e-01	1.480004e+00	5.056901e-01	9.743140e-01	-2.343119e-01	-7.400021e-02	2.433496e-02	-1.757682e-19	2.433496e-02	-2.433496e-02
470           	5.050349e-01	1.756739e-01	3.293610e-01	1.536871e+00	5.202007e-01	1.016670e+00	-2.482346e-01	-7.684353e-02	2.525175e-02	-1.746884e-19	2.525175e-02	-2.525175e-02
480           	5.195364e-01	1.808901e-01	3.386463e-01	1.577561e+00	5.244271e-01	1.053134e+00	-2.643537e-01	-7.887807e-02	2.597682e-02	-1.717271e-19	2.597682e-02	-2.597682e-02
490           	5.285563e-01	1.844291e-01	3.441272e-01	1.596981e+00	5.176997e-01	1.079281e+00	-2.807908e-01	-7.984905e-02	2.642781e-02	-1.671104e-19	2.642781e-02	-2.642781e-02
500           	5.294498e-01	1.853495e-01	3.441003e-01	1.587508e+00	4.999600e-01	1.087548e+00	-2.937938e-01	-7.937538e-02	2.647249e-02	-1.610857e-19	2.647249e-02	-2.647249e-02
510           	5.194763e-01	1.826146e-01	3.368618e-01	1.542472e+00	4.722852e-01	1.070187e+00	-2.989507e-01	-7.712360e-02	2.597382e-02	-1.543893e-19	2.597382e-02	-2.597382e-02
520           	4.983487e-01	1.759875e-01	3.223612e-01	1.463738e+00	4.377467e-01	1.025991e+00	-2.941222e-01	-7.318689e-02	2.491744e-02	-1.483994e-19	2.491744e-02	-2.491744e-02
530           	4.701523e-01	1.667539e-01	3.033984e-01	1.366445e+00	4.016934e-01	9.647514e-01	-2.815290e-01	-6.832224e-02	2.350761e-02	-1.445223e-19	2.350761e-02	-2.350761e-02
540           	4.419654e-01	1.573229e-01	2.846425e-01	1.273196e+00	3.701761e-01	9.030202e-01	-2.664221e-01	-6.365981e-02	2.209827e-02	-1.420681e-19	2.209827e-02	-2.209827e-02
550           	4.190406e-01	1.495298e-01	2.695108e-01	1.199810e+00	3.476454e-01	8.521646e-01	-2.522596e-01	-5.999050e-02	2.095203e-02	-1.411381e-19	2.095203e-02	-2.095203e-02
560           	4.035102e-01	1.441156e-01	2.593945e-01	1.152789e+00	3.363936e-01	8.163953e-01	-2.400009e-01	-5.763945e-02	2.017551e-02	-1.422910e-19	2.017551e-02	-2.017551e-02
570           	3.959698e-01	1.412809e-01	2.546889e-01	1.134080e+00	3.370099e-01	7.970698e-01	-2.300299e-01	-5.670398e-02	1.979849e-02	-1.455582e-19	1.979849e-02	-1.979849e-02
580           	3.967573e-01	1.411848e-01	2.555726e-01	1.143878e+00	3.485376e-01	7.953401e-01	-2.234012e-01	-5.719389e-02	1.983787e-02	-1.501942e-19	1.983787e-02	-1.983787e-02
590           	4.045951e-01	1.434429e-01	2.611522e-01	1.177092e+00	3.682707e-01	8.088217e-01	-2.202755e-01	-5.885462e-02	2.022975e-02	-1.551580e-19	2.022975e-02	-2.022975e-02
600           	4.172803e-01	1.473461e-01	2.699341e-01	1.225880e+00	3.927137e-01	8.331660e-01	-2.202262e-01	-6.129399e-02	2.086401e-02	-1.599125e-19	2.086401e-02	-2.086401e-02
610           	4.328599e-01	1.522775e-01	2.805824e-01	1.283049e+00	4.185155e-01	8.645336e-01	-2.230091e-01	-6.415245e-02	2.164300e-02	-1.641629e-19	2.164300e-02	-2.164300e-02
620           	4.496037e-01	1.576978e-01	2.919059e-01	1.342080e+00	4.427158e-01	8.993643e-01	-2.283242e-01	-6.710400e-02	2.248018e-02	-1.669973e-19	2.248018e-02	-2.248018e-02
630           	4.658930e-01	1.630822e-01	3.028108e-01	1.397287e+00	4.628983e-01	9.343884e-01	-2.357450e-01	-6.986433e-02	2.329465e-02	-1.688148e-19	2.329465e-02	-2.329465e-02
640           	4.804845e-01	1.680215e-01	3.124629e-01	1.444414e+00	4.772332e-01	9.671805e-01	-2.449736e-01	-7.222068e-02	2.402422e-02	-1.688719e-19	2.402422e-02	-2.402422e-02
650           	4.922777e-01	1.721542e-01	3.201235e-01	1.479693e+00	4.844140e-01	9.952794e-01	-2.554327e-01	-7.398467e-02	2.461389e-02	-1.674425e-19	2.461389e-02	-2.461389e-02
660           	5.000078e-01	1.750363e-01	3.249715e-01	1.499352e+00	4.837377e-01	1.015615e+00	-2.659384e-01	-7.496761e-02	2.500039e-02	-1.647631e-19	2.500039e-02	-2.500039e-02
670           	5.023481e-01	1.761897e-01	3.261584e-01	1.499687e+00	4.751585e-01	1.024528e+00	-2.746848e-01	-7.498433e-02	2.511740e-02	-1.610759e-19	2.511740e-02	-2.511740e-02
680           	4.981491e-01	1.751707e-01	3.229783e-01	1.478076e+00	4.594810e-01	1.018595e+00	-2.795570e-01	-7.390380e-02	2.490745e-02	-1.568389e-19	2.490745e-02	-2.490745e-02
690           	4.872060e-01	1.718314e-01	3.153746e-01	1.435432e+00	4.386280e-01	9.968038e-01	-2.790879e-01	-7.177159e-02	2.436030e-02	-1.528196e-19	2.436030e-02	-2.436030e-02
700           	4.711192e-01	1.666465e-01	3.044726e-01	1.378261e+00	4.156022e-01	9.626588e-01	-2.735283e-01	-6.891305e-02	2.355596e-02	-1.497686e-19	2.355596e-02	-2.355596e-02
710           	4.531605e-01	1.606996e-01	2.924609e-01	1.317613e+00	3.939261e-01	9.236865e-01	-2.648802e-01	-6.588063e-02	2.265803e-02	-1.475180e-19	2.265803e-02	-2.265803e-02
720           	4.368642e-01	1.552073e-01	2.816569e-01	1.264496e+00	3.768035e-01	8.876927e-01	-2.554446e-01	-6.322481e-02	2.184321e-02	-1.466490e-19	2.184321e-02	-2.184321e-02
730           	4.244053e-01	1.509104e-01	2.734949e-01	1.225845e+00	3.664019e-01	8.594426e-01	-2.465204e-01	-6.129223e-02	2.122027e-02	-1.469040e-19	2.122027e-02	-2.122027e-02
740           	4.170435e-01	1.482548e-01	2.687887e-01	1.205339e+00	3.636583e-01	8.416807e-01	-2.390112e-01	-6.026695e-02	2.085218e-02	-1.485116e-19	2.085218e-02	-2.085218e-02
750           	4.151231e-01	1.473788e-01	2.677442e-01	1.203654e+00	3.683558e-01	8.352982e-01	-2.334712e-01	-6.018270e-02	2.075615e-02	-1.511574e-19	2.075615e-02	-2.075615e-02
760           	4.183254e-01	1.482041e-01	2.701214e-01	1.219173e+00	3.792911e-01	8.398819e-01	-2.302954e-01	-6.095865e-02	2.091627e-02	-1.543871e-19	2.091627e-02	-2.091627e-02
770           	4.255997e-01	1.504021e-01	2.751976e-01	1.247955e+00	3.944789e-01	8.534763e-01	-2.294987e-01	-6.239776e-02	2.127999e-02	-1.577399e-19	2.127999e-02	-2.127999e-02
780           	4.356015e-01	1.535484e-01	2.820532e-01	1.285048e+00	4.116083e-01	8.734395e-01	-2.309156e-01	-6.425239e-02	2.178008e-02	-1.607213e-19	2.178008e-02	-2.178008e-02
790           	4.470155e-01	1.572304e-01	2.897851e-01	1.325548e+00	4.284450e-01	8.971025e-01	-2.343287e-01	-6.627738e-02	2.235077e-02	-1.628789e-19	2.235077e-02	-2.235077e-02
800           	4.585799e-01	1.610415e-01	2.975384e-01	1.364970e+00	4.430847e-01	9.218848e-01	-2.394001e-01	-6.824848e-02	2.292900e-02	-1.642762e-19	2.292900e-02	-2.292900e-02
810           	4.692040e-01	1.646244e-01	3.045796e-01	1.399552e+00	4.540253e-01	9.455271e-01	-2.457509e-01	-6.997762e-02	2.346020e-02	-1.647598e-19	2.346020e-02	-2.346020e-02
820           	4.778195e-01	1.676164e-01	3.102031e-01	1.425868e+00	4.601709e-01	9.656968e-01	-2.527630e-01	-7.129338e-02	2.389098e-02	-1.640395e-19	2.389098e-02	-2.389098e-02
830           	4.834764e-01	1.696910e-01	3.137854e-01	1.440944e+00	4.608852e-01	9.800591e-01	-2.595869e-01	-7.204721e-02	2.417382e-02	-1.623588e-19	2.417382e-02	-2.417382e-02
840           	4.853777e-01	1.705567e-01	3.148209e-01	1.442642e+00	4.561492e-01	9.864927e-01	-2.651718e-01	-7.213209e-02	2.426888e-02	-1.600226e-19	2.426888e-02	-2.426888e-02
850           	4.830333e-01	1.700135e-01	3.130198e-01	1.430062e+00	4.465906e-01	9.834717e-01	-2.684406e-01	-7.150312e-02	2.415167e-02	-1.573399e-19	2.415167e-02	-2.415167e-02
860           	4.765160e-01	1.680429e-01	3.084732e-01	1.404303e+00	4.334850e-01	9.708178e-01	-2.686664e-01	-7.021514e-02	2.382580e-02	-1.547654e-19	2.382580e-02	-2.382580e-02
870           	4.667142e-01	1.649042e-01	3.018099e-01	1.369057e+00	4.186859e-01	9.503712e-01	-2.658426e-01	-6.845286e-02	2.333571e-02	-1.524929e-19	2.333571e-02	-2.333571e-02
880           	4.553878e-01	1.611769e-01	2.942108e-01	1.330339e+00	4.043282e-01	9.260106e-01	-2.608412e-01	-6.651694e-02	2.276939e-02	-1.508379e-19	2.276939e-02	-2.276939e-02
890           	4.445748e-01	1.575503e-01	2.870245e-01	1.294742e+00	3.925055e-01	9.022369e-01	-2.548657e-01	-6.473712e-02	2.222874e-02	-1.500669e-19	2.222874e-02	-2.222874e-02
900           	4.358705e-01	1.545687e-01	2.813018e-01	1.267331e+00	3.847659e-01	8.825651e-01	-2.488996e-01	-6.336655e-02	2.179353e-02	-1.502081e-19	2.179353e-02	-2.179353e-02
910           	4.302615e-01	1.525724e-01	2.776891e-01	1.251167e+00	3.819536e-01	8.692136e-01	-2.436300e-01	-6.255836e-02	2.151308e-02	-1.511345e-19	2.151308e-02	-2.151308e-02
920           	4.281828e-01	1.517235e-01	2.764593e-01	1.247358e+00	3.841122e-01	8.632457e-01	-2.395668e-01	-6.236790e-02	2.140914e-02	-1.527476e-19	2.140914e-02	-2.140914e-02
930           	4.295500e-01	1.520129e-01	2.775371e-01	1.255242e+00	3.905950e-01	8.646470e-01	-2.370260e-01	-6.276210e-02	2.147750e-02	-1.548512e-19	2.147750e-02	-2.147750e-02
940           	4.338015e-01	1.532710e-01	2.805305e-01	1.272595e+00	4.001887e-01	8.724062e-01	-2.361088e-01	-6.362974e-02	2.169008e-02	-1.570678e-19	2.169008e-02	-2.169008e-02
950           	4.401870e-01	1.552685e-01	2.849185e-01	1.296500e+00	4.114196e-01	8.850807e-01	-2.368306e-01	-6.482502e-02	2.200935e-02	-1.589995e-19	2.200935e-02	-2.200935e-02
960           	4.478116e-01	1.577240e-01	2.900876e-01	1.323635e+00	4.227628e-01	9.008724e-01	-2.390548e-01	-6.618176e-02	2.239058e-02	-1.605348e-19	2.239058e-02	-2.239058e-02
970           	4.557429e-01	1.603362e-01	2.954066e-01	1.350704e+00	4.328417e-01	9.178625e-01	-2.425104e-01	-6.753521e-02	2.278714e-02	-1.615288e-19	2.278714e-02	-2.278714e-02
980           	4.630945e-01	1.628120e-01	3.002825e-01	1.374704e+00	4.405253e-01	9.341791e-01	-2.468269e-01	-6.873522e-02	2.315472e-02	-1.618914e-19	2.315472e-02	-2.315472e-02
990           	4.690932e-01	1.648917e-01	3.042015e-01	1.393097e+00	4.450053e-01	9.480921e-01	-2.515434e-01	-6.965487e-02	2.345466e-02	-1.615766e-19	2.345466e-02	-2.345466e-02
1000          	4.730316e-01	1.663276e-01	3.067040e-01	1.403764e+00	4.458488e-01	9.579148e-01	-2.560330e-01	-7.018818e-02	2.365158e-02	-1.606248e-19	2.365158e-02	-2.365158e-02
1010          	4.743798e-01	1.669246e-01	3.074552e-01	1.405306e+00	4.430336e-01	9.622726e-01	-2.596195e-01	-7.026531e-02	2.371899e-02	-1.591294e-19	2.371899e-02	-2.371899e-02
1020          	4.729028e-01	1.665824e-01	3.063204e-01	1.397380e+00	4.369826e-01	9.603970e-01	-2.617072e-01	-6.986898e-02	2.364514e-02	-1.573931e-19	2.364514e-02	-2.364514e-02
1030          	4.687398e-01	1.653220e-01	3.034179e-01	1.380959e+00	4.285468e-01	9.524123e-01	-2.619328e-01	-6.904796e-02	2.343699e-02	-1.555937e-19	2.343699e-02	-2.343699e-02
1040          	4.625472e-01	1.633459e-01	2.992013e-01	1.358554e+00	4.189252e-01	9.396283e-01	-2.603516e-01	-6.792768e-02	2.312736e-02	-1.540129e-19	2.312736e-02	-2.312736e-02
1050          	4.553297e-01	1.609794e-01	2.943503e-01	1.333709e+00	4.094982e-01	9.242111e-01	-2.573564e-01	-6.668547e-02	2.276648e-02	-1.528761e-19	2.276648e-02	-2.276648e-02
1060          	4.482640e-01	1.586166e-01	2.896474e-01	1.310308e+00	4.015739e-01	9.087344e-01	-2.535802e-01	-6.551542e-02	2.241320e-02	-1.522958e-19	2.241320e-02	-2.241320e-02
1070          	4.423635e-01	1.566009e-01	2.857625e-01	1.291616e+00	3.961855e-01	8.954305e-01	-2.496225e-01	-6.458080e-02	2.211817e-02	-1.523162e-19	2.211817e-02	-2.211817e-02
1080          	4.383389e-01	1.551773e-01	2.831616e-01	1.279843e+00	3.939312e-01	8.859113e-01	-2.459900e-01	-6.399213e-02	2.191694e-02	-1.529103e-19	2.191694e-02	-2.191694e-02
1090          	4.365857e-01	1.544894e-01	2.820962e-01	1.276068e+00	3.949313e-01	8.811363e-01	-2.431025e-01	-6.380338e-02	2.182928e-02	-1.539611e-19	2.182928e-02	-2.182928e-02
1100          	4.371427e-01	1.545636e-01	2.825791e-01	1.280155e+00	3.988475e-01	8.813076e-01	-2.412301e-01	-6.400775e-02	2.185713e-02	-1.552866e-19	2.185713e-02	-2.185713e-02
1110          	4.397301e-01	1.553199e-01	2.844101e-01	1.290902e+00	4.049525e-01	8.859490e-01	-2.404982e-01	-6.454508e-02	2.198650e-02	-1.566944e-19	2.198650e-02	-2.198650e-02
1120          	4.438589e-01	1.566082e-01	2.872506e-01	1.306424e+00	4.123033e-01	8.941208e-01	-2.409088e-01	-6.532121e-02	2.219294e-02	-1.580058e-19	2.219294e-02	-2.219294e-02
1130          	4.489307e-01	1.582404e-01	2.906903e-01	1.324499e+00	4.198793e-01	9.046193e-01	-2.423700e-01	-6.622493e-02	2.244653e-02	-1.590643e-19	2.244653e-02	-2.244653e-02
1140          	4.542967e-01	1.600067e-01	2.942900e-01	1.342833e+00	4.267289e-01	9.161041e-01	-2.446876e-01	-6.714165e-02	2.271483e-02	-1.597633e-19	2.271483e-02	-2.271483e-02
1150          	4.593145e-01	1.616944e-01	2.976202e-01	1.359258e+00	4.320478e-01	9.272101e-01	-2.475811e-01	-6.796289e-02	2.296573e-02	-1.600377e-19	2.296573e-02	-2.296573e-02
1160          	4.634053e-01	1.631082e-01	3.002971e-01	1.371889e+00	4.352441e-01	9.366449e-01	-2.507004e-01	-6.859445e-02	2.317026e-02	-1.598609e-19	2.317026e-02	-2.317026e-02
1170          	4.660893e-01	1.640813e-01	3.020080e-01	1.379267e+00	4.359969e-01	9.432698e-01	-2.536365e-01	-6.896334e-02	2.330447e-02	-1.592545e-19	2.330447e-02	-2.330447e-02
1180          	4.670418e-01	1.644937e-01	3.025481e-01	1.380544e+00	4.342965e-01	9.462472e-01	-2.559753e-01	-6.902719e-02	2.335209e-02	-1.583132e-19	2.335209e-02	-2.335209e-02
1190          	4.661310e-01	1.642869e-01	3.018441e-01	1.375571e+00	4.304260e-01	9.451454e-01	-2.573597e-01	-6.877857e-02	2.330655e-02	-1.571659e-19	2.330655e-02	-2.330655e-02
1200          	4.635036e-01	1.634959e-01	3.000077e-01	1.365118e+00	4.249592e-01	9.401589e-01	-2.575998e-01	-6.825591e-02	2.317518e-02	-1.559863e-19	2.317518e-02	-2.317518e-02
1210          	4.595755e-01	1.622476e-01	2.973279e-01	1.350804e+00	4.186907e-01	9.321129e-01	-2.567111e-01	-6.754018e-02	2.297877e-02	-1.549398e-19	2.297877e-02	-2.297877e-02
1220          	4.549446e-01	1.607338e-01	2.942107e-01	1.334769e+00	4.124971e-01	9.222721e-01	-2.548875e-01	-6.673846e-02	2.274723e-02	-1.541677e-19	2.274723e-02	-2.274723e-02
1230          	4.503174e-01	1.591896e-01	2.911278e-01	1.319382e+00	4.072151e-01	9.121669e-01	-2.524759e-01	-6.596910e-02	2.251587e-02	-1.537542e-19	2.251587e-02	-2.251587e-02
1240          	4.463604e-01	1.578407e-01	2.885197e-01	1.306790e+00	4.035261e-01	9.032643e-01	-2.498691e-01	-6.533952e-02	2.231802e-02	-1.537320e-19	2.231802e-02	-2.231802e-02
1250          	4.435692e-01	1.568575e-01	2.867117e-01	1.298542e+00	4.018513e-01	8.966912e-01	-2.474199e-01	-6.492712e-02	2.217846e-02	-1.540843e-19	2.217846e-02	-2.217846e-02
1260          	4.422354e-01	1.563449e-01	2.858905e-01	1.295457e+00	4.023032e-01	8.931534e-01	-2.454251e-01	-6.477283e-02	2.211177e-02	-1.547453e-19	2.211177e-02	-2.211177e-02
1270          	4.424321e-01	1.563364e-01	2.860958e-01	1.297594e+00	4.047019e-01	8.928922e-01	-2.440951e-01	-6.487970e-02	2.212161e-02	-1.556047e-19	2.212161e-02	-2.212161e-02
1280          	4.440076e-01	1.567905e-01	2.872172e-01	1.304267e+00	4.086029e-01	8.956640e-01	-2.435306e-01	-6.521335e-02	2.220038e-02	-1.565362e-19	2.220038e-02	-2.220038e-02
